"Time","Subsystem #2|Branch Currents|IBkr_tfA","Subsystem #2|Branch Currents|IBkr_tfB","Subsystem #2|Branch Currents|IBkr_tfC"
0.966,0.7484136569,-1.115935999,0.3675223419
0.9666,0.8993933192,-1.065018605,0.1656252856
0.9672,1.008987592,-0.9564261103,-0.05256148211
0.9678,1.094997032,-0.816322936,-0.2786740965
0.9684,1.127854658,-0.6486856111,-0.4791690469
0.969,1.129454902,-0.4731952717,-0.6562596305
0.9696,1.089641807,-0.2702700717,-0.8193717348
0.9702,1.047964926,-0.05186561145,-0.9960993144
0.9708,0.9302474361,0.1528694489,-1.083116885
0.9714,0.7532053699,0.366930047,-1.120135417
0.972,0.5799586541,0.572366471,-1.152325125
0.9726,0.3941145571,0.7584104861,-1.152525043
0.9732,0.1848177102,0.8956173195,-1.08043503
0.9738,-0.03461008746,1.020231295,-0.9856212073
0.9744,-0.2405945398,1.09632995,-0.8557354097
0.975,-0.4553653641,1.133414838,-0.6780494744
0.9756,-0.642336752,1.142547021,-0.5002102687
0.9762,-0.8185357039,1.117763706,-0.2992280023
0.9768,-0.9525930754,1.045214558,-0.09262148284
0.9774,-1.052877128,0.9259162535,0.1269608746
0.978,-1.123576925,0.772723175,0.3508537497
0.9786,-1.146130551,0.5944721559,0.5516583947
0.9792,-1.130688573,0.4164718451,0.7142167283
0.9798,-1.086454546,0.2035182903,0.8829362559
0.9804,-1.023808146,-0.01353334547,1.037341492
0.981,-0.8742966195,-0.2198090726,1.094105692
0.9816,-0.6971291335,-0.4332822931,1.130411427
0.9822,-0.5245911847,-0.6300748156,1.154666
0.9828,-0.3338491191,-0.7881594268,1.122008546
0.9834,-0.1129968387,-0.9186663498,1.031663189
0.984,0.1021769676,-1.036117016,0.933940048
0.9846,0.3065288752,-1.092799769,0.7862708938
0.9852,0.5169962307,-1.128437765,0.6114415346
0.9858,0.6974944804,-1.119425856,0.4219313755
0.9864,0.8563772073,-1.070930325,0.2145531179
0.987,0.9721970688,-0.973946546,0.001749477146
0.9876,1.070806541,-0.8520797315,-0.2187268098
0.9882,1.121252186,-0.6909660789,-0.4302861067
0.9888,1.126153099,-0.5019491041,-0.6242039945
0.9894,1.098590793,-0.319839598,-0.7787511949
0.99,1.061547309,-0.1056617776,-0.955885531
0.9906,0.9685361504,0.1148516728,-1.083387823
0.9912,0.7931205318,0.3218246753,-1.114945207
0.9918,0.6261078978,0.5192664325,-1.14537433
0.9924,0.4444613271,0.7150059069,-1.159467234
0.993,0.2424329963,0.8619263168,-1.104359313
0.9936,0.0203091978,0.9893411884,-1.009650386
0.9942,-0.1860809612,1.084838084,-0.898757123
0.9948,-0.3985093526,1.129088399,-0.7305790463
0.9954,-0.5932088612,1.142535661,-0.5493267999
0.996,-0.7702340596,1.124596228,-0.3543621679
0.9966,-0.9464002172,1.099076204,-0.1526759869
0.9972,-1.048324644,0.9844274958,0.06389714867
0.9978,-1.111823602,0.8208436534,0.290979949
0.9984,-1.153416652,0.6644959989,0.4889206528
0.999,-1.158858991,0.4948261618,0.6640328288
0.9996,-1.101987345,0.2757008298,0.826286515
1.0002,-1.058019497,0.06043199859,0.9975874985
1.0008,-0.9466127792,-0.1329171383,1.079529918
1.0014,-0.7588136563,-0.3534574914,1.112271148
1.002,-0.5812174037,-0.5564675962,1.137685
1.0026,-0.4026670819,-0.7256593739,1.128326456
1.0032,-0.1887626729,-0.8605571056,1.049319779
1.0038,0.03554715728,-0.9892216252,0.9536744679
1.0044,0.235864658,-1.058172979,0.8223083208
1.005,0.4438807075,-1.085505875,0.6416251672
1.0056,0.6306071865,-1.091616392,0.4610092056
1.0062,0.7953226528,-1.056208484,0.2608858314
1.0068,0.913428612,-0.9703468704,0.05691825837
1.0074,1.019630287,-0.8571338591,-0.1624964281
1.008,1.091516814,-0.7094082053,-0.3821086086
1.0086,1.104319365,-0.5235925329,-0.580726832
1.0092,1.088822868,-0.3491756334,-0.7396472348
1.0098,1.048962115,-0.1441997845,-0.9047623304
1.0104,0.982334954,0.07753554253,-1.059870497
1.011,0.8311621992,0.2835649778,-1.114727177
1.0116,0.6585446928,0.4868884101,-1.145433103
1.0122,0.4858272576,0.6820892226,-1.16791648
1.0128,0.2939725315,0.8408942736,-1.134866805
1.0134,0.07574428628,0.9650336385,-1.040777925
1.014,-0.135868058,1.07624071,-0.940372652
1.0146,-0.3386552199,1.130067717,-0.7914124974
1.0152,-0.5439315644,1.155744876,-0.6118133117
1.0158,-0.7191037533,1.141092515,-0.4219887614
1.0164,-0.8729243193,1.088804128,-0.2158798089
1.017,-0.9827181557,0.9853249119,-0.002606756275
1.0176,-1.07464879,0.8596373585,0.2150114317
1.0182,-1.118745869,0.6973462851,0.4213995836
1.0188,-1.116226392,0.5052101707,0.6110162216
1.0194,-1.085029231,0.3215685605,0.7634606705
1.02,-1.043725381,0.1096758526,0.9340495282
1.0206,-0.9475522584,-0.1096123554,1.057164614
1.0212,-0.7744507464,-0.3141169867,1.088567733
1.0218,-0.6043918987,-0.5068247439,1.111216643
1.0224,-0.4161352521,-0.6991177303,1.115252982
1.023,-0.2148031471,-0.8423003656,1.057103513
1.0236,0.002790120164,-0.9630893097,0.9602991895
1.0242,0.2086186229,-1.054320735,0.8457021117
1.0248,0.4183743527,-1.096081662,0.677707309
1.0254,0.6063431408,-1.104749124,0.4984059831
1.026,0.7731792697,-1.076092965,0.302913695
1.0266,0.9126381093,-1.015506081,0.1028679713
1.0272,1.012270088,-0.9045056151,-0.1077644725
1.0278,1.094410808,-0.7630440491,-0.3313667586
1.0284,1.126989985,-0.5947983269,-0.5321916585
1.029,1.121940789,-0.4208236948,-0.7011170937
1.0296,1.07355055,-0.2190391538,-0.8545113957
1.0302,1.028530273,-7.168290146E-4,-1.027813444
1.0308,0.9080823797,0.2009540946,-1.109036474
1.0314,0.7244730934,0.4092901268,-1.13376322
1.032,0.5553256699,0.604752845,-1.160078515
1.0326,0.3756887237,0.7743658969,-1.150054621
1.0332,0.1599390593,0.9037133085,-1.063652368
1.0338,-0.06030226115,1.027728066,-0.9674258051
1.0344,-0.2585523171,1.095447943,-0.8368956262
1.035,-0.4676897453,1.122416651,-0.6547269056
1.0356,-0.6527769547,1.126199142,-0.4734221872
1.0362,-0.8117848958,1.086349427,-0.2745645313
1.0368,-0.9226794576,0.9942453688,-0.07156591117
1.0374,-1.027777185,0.8794731156,0.1483040692
1.038,-1.095155145,0.7302873396,0.3648678056
1.0386,-1.097484289,0.5375350697,0.5599492195
1.0392,-1.076321305,0.360967229,0.7153540759
1.0398,-1.033846837,0.1592908961,0.8745559409
1.0404,-0.9615920001,-0.06177932616,1.023371326
1.041,-0.8075403054,-0.2665535206,1.074093826
1.0416,-0.6342740701,-0.4635769643,1.097851034
1.0422,-0.4580805802,-0.652993916,1.111074496
1.0428,-0.2650594909,-0.8091719863,1.074231477
1.0434,-0.04811264041,-0.9288835687,0.9769962091
1.044,0.1620219045,-1.034790037,0.8727681325
1.0446,0.3621456471,-1.086170418,0.7240247705
1.0452,0.56261575,-1.105617305,0.5430015545
1.0458,0.7326806954,-1.087547376,0.3548666808
1.0464,0.881925031,-1.036765506,0.1548404751
1.047,0.9881162299,-0.9331056816,-0.05501054829
1.0476,1.079187088,-0.8064317139,-0.2727553742
1.0482,1.124217601,-0.6492476448,-0.4749699564
1.0488,1.121070305,-0.4670330748,-0.6540372298
1.0494,1.089682109,-0.2842513464,-0.8054307629
1.05,1.033743722,-0.07160346728,-0.9621402552
1.0506,0.9251406683,0.1385390293,-1.063679698
1.0512,0.7691342562,0.3412735583,-1.110407815
1.0518,0.6000615263,0.5385614117,-1.138622938
1.0524,0.3996575358,0.7266778782,-1.126335414
1.053,0.2091912814,0.8624153689,-1.07160665
1.0536,-9.368160889E-4,0.9823034403,-0.9813666242
1.0542,-0.2156997807,1.070024773,-0.8543249927
1.0548,-0.4210403983,1.106390297,-0.685349899
1.0554,-0.6000980702,1.114398747,-0.5143006772
1.056,-0.7705970146,1.084203203,-0.3136061883
1.0566,-0.904182213,1.012796438,-0.1086142246
1.0572,-0.9942767189,0.8993756904,0.09490102856
1.0578,-1.075603456,0.7607422264,0.3148612296
1.0584,-1.104599059,0.5860459351,0.5185531235
1.059,-1.088606685,0.4054667712,0.683139914
1.0596,-1.035772741,0.2099350186,0.8258377227
1.0602,-0.988873899,-0.004517145605,0.9933910446
1.0608,-0.8631579322,-0.2080884444,1.071246377
1.0614,-0.6739413085,-0.413436924,1.087378232
1.062,-0.5066724708,-0.6027184057,1.109390877
1.0626,-0.3300657615,-0.7648653072,1.094931069
1.0632,-0.1131932401,-0.8874594397,1.00065268
1.0638,0.1030458239,-1.005099916,0.9020540924
1.0644,0.2955552068,-1.068876659,0.7733214519
1.065,0.4995358584,-1.095829559,0.596293701
1.0656,0.681061342,-1.096482384,0.4154210419
1.0662,0.8365938427,-1.053866203,0.2172723602
1.0668,0.9453857644,-0.9631758202,0.01779005584
1.0674,1.048683415,-0.8503097183,-0.1983736965
1.068,1.114616476,-0.7025855198,-0.4120309562
1.0686,1.117798299,-0.5133690965,-0.6044292027
1.0692,1.098719992,-0.3382650575,-0.760454935
1.0698,1.047123571,-0.137247016,-0.9098765555
1.0704,0.941925266,0.07924718975,-1.021172456
1.071,0.8018334568,0.2821410535,-1.08397451
1.0716,0.6476853465,0.4793741561,-1.127059503
1.0722,0.452144749,0.6680286805,-1.12017343
1.0728,0.2589904525,0.8202774949,-1.079267947
1.0734,0.05942441165,0.9352581998,-0.9946826114
1.074,-0.1587579354,1.038096973,-0.8793390377
1.0746,-0.3654329654,1.086009941,-0.7205769759
1.0752,-0.5521908252,1.098042068,-0.5458512431
1.0758,-0.7188589643,1.077363952,-0.3585049873
1.0764,-0.8726998087,1.0264878,-0.1537879911
1.077,-0.9714638991,0.9206380172,0.05082588189
1.0776,-1.053221073,0.7882447517,0.2649763212
1.0782,-1.100322405,0.6299819063,0.4703404987
1.0788,-1.092440401,0.4480048021,0.6444355991
1.0794,-1.048498337,0.2633287216,0.7851696152
1.08,-1.005951627,0.05085229486,0.9550993325
1.0806,-0.9121773028,-0.1591234446,1.071300747
1.0812,-0.7359553269,-0.3580026412,1.093957968
1.0818,-0.5679666553,-0.5473551143,1.11532177
1.0824,-0.3905232935,-0.7249589964,1.11548229
1.083,-0.188318408,-0.8571897995,1.045508208
1.0836,0.03068882977,-0.9770818774,0.9463930476
1.0842,0.2242830526,-1.057241633,0.8329585799
1.0848,0.4254588293,-1.092516344,0.6670575145
1.0854,0.6175463051,-1.104856622,0.4873103171
1.086,0.7808660869,-1.07147485,0.2906087633
1.0866,0.9027730658,-1.00112757,0.0983545044
1.0872,1.00213884,-0.8936596974,-0.1084791423
1.0878,1.085833297,-0.7520144762,-0.3338188204
1.0884,1.105897381,-0.576482462,-0.529414919
1.089,1.096306195,-0.4016619687,-0.694644226
1.0896,1.051519851,-0.2080139502,-0.8435059005
1.0902,1.000890456,0.01040591946,-1.011296375
1.0908,0.8760196714,0.213078992,-1.089098663
1.0914,0.6927482734,0.4154811507,-1.108229424
1.092,0.5214847514,0.6094880976,-1.130972849
1.0926,0.3407185335,0.7751911852,-1.115909719
1.0932,0.1297362011,0.8932579056,-1.022994107
1.0938,-0.08544055146,1.0089985,-0.9235579489
1.0944,-0.2819559065,1.073150262,-0.7911943551
1.095,-0.4819800099,1.088414986,-0.6064349758
1.0956,-0.6563672725,1.079373329,-0.4230060567
1.0962,-0.8109604901,1.037834575,-0.2268740848
1.0968,-0.9194777007,0.9381441785,-0.01866647774
1.0974,-1.012485139,0.8188029945,0.1936821447
1.098,-1.07007291,0.6741993556,0.3958735543
1.0986,-1.068221515,0.4872955418,0.580925973
1.0992,-1.03878472,0.3078357625,0.7309489578
1.0998,-0.9799371195,0.1078553442,0.8720817753
1.1004,-0.8736254861,-0.1012598993,0.9748853854
1.101,-0.7353931381,-0.3023171893,1.037710327
1.1016,-0.5834370757,-0.4970841815,1.080521257
1.1022,-0.389679976,-0.6804434874,1.070123463
1.1028,-0.1991329387,-0.8311571988,1.030290138
1.1034,-0.004848809221,-0.9455799023,0.9504287116
1.104,0.2097310366,-1.046333378,0.8366023409
1.1046,0.4155061448,-1.095343656,0.6798375112
1.1052,0.6004302289,-1.112416471,0.511986242
1.1058,0.7661435485,-1.093298342,0.3271547933
1.1064,0.9168733438,-1.04006406,0.1231907166
1.107,1.0127446,-0.9354938475,-0.0772507526
1.1076,1.094775954,-0.8049702609,-0.2898056926
1.1082,1.141796292,-0.6446606413,-0.4971356504
1.1088,1.132480729,-0.4605160193,-0.6719647093
1.1094,1.086414933,-0.2768429374,-0.8095719952
1.11,1.041557692,-0.06491549891,-0.976642193
1.1106,0.9472387096,0.1443332855,-1.091571995
1.1112,0.7648530721,0.3440272114,-1.108880283
1.1118,0.590754852,0.5342478566,-1.125002709
1.1124,0.4161678446,0.7081087524,-1.124276597
1.113,0.2149549507,0.8372519354,-1.052206886
1.1136,-0.006872939873,0.9549355438,-0.948062604
1.1142,-0.1987465914,1.031684711,-0.8329381199
1.1148,-0.3953871354,1.060279958,-0.6648928222
1.1154,-0.5871812159,1.067915607,-0.4807343912
1.116,-0.7476257295,1.030378219,-0.282752489
1.1166,-0.8627311684,0.9526344767,-0.08990330828
1.1172,-0.9580591756,0.8445662703,0.1134929053
1.1178,-1.037725326,0.7062328923,0.3314924337
